15,216
15,367
15,556
15,1047
15,1131
15,1147
15,1189
15,1201
15,1209
15,1254
15,1284
15,1361
15,1479
15,1753
15,1955
15,2020
15,2064
15,2313
15,2528
15,2915
15,2990
15,2993
15,3007
15,3107
15,3168
15,3256
15,3265
15,3275
15,3633
15,3635
15,3638
15,3639
15,3984
15,4005
15,4085
15,4149
15,4247
15,4299
15,4322
15,4351
15,4489
15,4719
15,4974
15,5120
15,5298
15,5339
15,5391
15,5903
15,6934
15,6947
15,6989
15,7003
15,7004
15,7123
15,7484
15,7569
15,7573
15,7698
15,7792
15,8581
15,8641
15,8807
15,8950
15,8972
15,8974
15,27478
15,27821
15,27904
15,31685
15,33154
15,34048
15,34072
15,34319
15,34334
15,34405
15,38886
15,42718
15,44761
15,45186
15,45499
15,45666
15,46530
15,46578
15,46723
15,46972
15,48082
15,48394
15,49278
15,51662
15,52245
15,52328
15,52722
15,52973
15,53894
15,53972
15,54503
15,54881
15,55269
15,55765
15,55820
15,56367
15,57669
15,58025
15,58295
15,59369
15,59615
15,59784
15,59900
15,60072
15,60126
15,61024
15,61394
15,62374
15,63082
15,63131
15,63859
15,65642
15,66934
15,67734
15,67997
15,68157
15,68237
15,68319
15,68791
15,68793
15,68954
15,69122
15,69306
15,69406
15,69481
15,72011
15,72226
15,72378
15,73344
15,74458
15,74795
15,76293
15,77455
15,77561
15,78499
15,79057
15,79132
15,79695
15,79702
15,80463
15,80489
15,81591
15,81845
15,82461
68,8636
68,31658
73,1
73,6
73,25
73,32
73,36
73,63
73,101
73,112
73,216
73,247
73,256
73,267
73,293
73,322
73,364
73,428
73,435
73,442
73,466
73,471
73,553
73,588
73,595
73,628
73,785
73,799
73,919
73,1022
73,1027
73,1200
73,1201
73,1213
73,1214
73,1218
73,1255
73,1257
73,1266
73,1274
73,1285
73,1291
73,1342
73,1374
73,1394
73,1396
73,1485
73,1500
73,1566
73,1573
73,1639
73,1748
73,1784
73,1785
73,1912
73,1916
73,1967
73,1968
73,2005
73,2033
73,2058
73,2060
73,2080
73,2081
73,2115
73,2138
73,2139
73,2143
73,2144
73,2195
73,2231
73,2252
73,2273
73,2378
73,2395
73,2427
73,2459
73,2467
73,2580
73,2606
73,2692
73,2707
73,2724
73,2734
73,2841
73,2860
73,2867
73,2879
73,2916
73,2918
73,2947
73,2948
73,2959
73,2985
73,3006
73,3020
73,3034
73,3036
73,3070
73,3104
73,3174
73,3253
73,3265
73,3300
73,3328
73,3363
73,3481
73,3499
73,3552
73,3717
73,3735
73,3761
73,3948
73,3950
73,3955
73,3986
73,4027
73,4306
73,4369
73,4438
73,4488
73,4519
73,4619
73,4720
73,4855
73,4865
73,4896
73,4915
73,4993
73,5010
73,5014
73,5139
73,5218
73,5329
73,5349
73,5401
73,5464
73,5541
73,5618
73,5673
73,5690
73,5816
73,5902
73,5952
73,5954
73,6156
73,6287
73,6323
73,6379
73,6383
73,6564
73,6664
73,6707
73,6708
73,6755
73,6874
73,6887
73,7001
73,7022
73,7090
73,7099
73,7137
73,7235
73,7373
73,7802
73,8360
73,8368
73,8529
73,8636
73,8641
73,8784
73,8874
73,8914
73,8949
73,26403
73,26547
73,27022
73,27317
73,27773
73,27831
73,30810
73,31878
73,33162
73,33794
73,34150
73,34437
73,37733
73,40278
73,40732
73,40815
73,43921
73,44199
73,44397
73,44665
73,46322
73,46335
73,46970
73,47610
73,48043
73,48516
73,48696
73,48774
73,49272
73,51277
73,52604
73,52722
73,53318
73,53519
73,53550
73,54001
73,55052
73,55094
73,55290
73,58559
73,60756
73,61248
73,64716
73,65514
73,67255
73,68159
73,68952
73,69844
73,71745
73,72226
73,73023
73,74458
73,79057
73,79091
73,79132
73,79695
73,80693
73,81562
78,16
78,34
78,47
78,150
78,193
78,345
78,508
78,540
78,788
78,858
78,1094
78,1206
78,1222
78,1293
78,1320
78,1345
78,1371
78,1374
78,1375
78,1407
78,1552
78,1580
78,1625
78,1644
78,1676
78,1680
78,1690
78,1717
78,1722
78,1732
78,1876
78,1997
78,2011
78,2107
78,2174
78,2231
78,2334
78,2353
78,2393
78,2541
78,2617
78,2700
78,2908
78,2947
78,2987
78,3052
78,3077
78,3082
78,3256
78,3273
78,3386
78,3418
78,3556
78,3617
78,3623
78,3753
78,3755
78,3785
78,3908
78,3949
78,3967
78,3977
78,3979
78,3986
78,3994
78,4007
78,4015
78,4018
78,4022
78,4025
78,4239
78,4270
78,4308
78,4367
78,4369
78,4370
78,4388
78,4641
78,4643
78,4718
78,4744
78,4973
78,4974
78,5010
78,5219
78,5463
78,5502
78,5669
78,5784
78,5872
78,5992
78,6016
78,6058
78,6502
78,6537
78,6552
78,6564
78,6793
78,6888
78,7254
78,7323
78,7458
78,7566
