1,6395,2.2390
1,54771,2.2390
1,74685,2.2390
1,4326,2.2381
1,4262,2.2371
1,5198,2.2334
1,1037,2.2330
1,1320,2.2330
1,2364,2.2330
1,2722,2.2330
1,4552,2.2330
1,8810,2.2330
1,55232,2.2330
1,86835,2.2330
1,91660,2.2330
1,292,2.2215
1,3032,2.2215
1,5046,2.2215
1,5944,2.2215
1,6264,2.2215
1,56921,2.2215
1,58297,2.2215
1,72378,2.2215
1,88744,2.2215
1,60471,2.2204
1,7360,2.2187
1,73268,2.2187
1,519,2.2182
1,315,2.2177
1,786,2.2177
32,2322,3.6650
32,64508,3.6650
32,85131,3.6650
32,87232,3.6558
32,88140,3.6558
32,208,3.6467
32,316,3.6467
32,442,3.6467
32,1196,3.6467
32,1375,3.6467
32,1831,3.6467
32,2094,3.6467
32,2105,3.6467
32,2275,3.6467
32,2528,3.6467
32,2628,3.6467
32,2640,3.6467
32,2642,3.6467
32,2643,3.6467
32,3702,3.6467
32,3704,3.6467
32,3864,3.6467
32,3959,3.6467
32,4941,3.6467
32,4987,3.6467
32,5171,3.6467
32,6294,3.6467
32,6534,3.6467
32,6537,3.6467
32,6959,3.6467
48,77,3.7895
48,99,3.7895
48,108,3.7895
48,116,3.7895
48,137,3.7895
48,162,3.7895
48,206,3.7895
48,363,3.7895
48,556,3.7895
48,581,3.7895
48,722,3.7895
48,756,3.7895
48,759,3.7895
48,769,3.7895
48,787,3.7895
48,1111,3.7895
48,1123,3.7895
48,1145,3.7895
48,1147,3.7895
48,1169,3.7895
48,1189,3.7895
48,1192,3.7895
48,1289,3.7895
48,1310,3.7895
48,1361,3.7895
48,1420,3.7895
48,1649,3.7895
48,1652,3.7895
48,1856,3.7895
48,1865,3.7895
294,58879,3.6904
294,72131,3.6901
294,4690,3.6871
294,1191,3.6831
294,1819,3.6831
294,2859,3.6831
294,3142,3.6831
294,5820,3.6831
294,6864,3.6831
294,7836,3.6831
294,7979,3.6831
294,26163,3.6831
294,27812,3.6831
294,31682,3.6831
294,43910,3.6831
294,45987,3.6831
294,46561,3.6831
294,59590,3.6831
294,79029,3.6831
294,79686,3.6831
294,92163,3.6831
294,109205,3.6831
294,2677,3.6796
294,37,3.6793
294,1797,3.6793
294,4453,3.6793
294,4458,3.6793
294,4459,3.6793
294,4861,3.6793
294,918,3.6781
311,1450,3.3529
311,2669,3.3529
311,2670,3.3529
311,3339,3.3529
311,6447,3.3529
311,6498,3.3529
311,5288,3.3400
311,6896,3.3400
311,7156,3.3400
311,8582,3.3400
311,9018,3.3400
311,26325,3.3400
311,31547,3.3400
311,32022,3.3400
311,32853,3.3400
311,58376,3.3400
311,81158,3.3400
311,120821,3.3400
311,93040,3.3223
311,41,3.2216
311,73,3.2216
311,214,3.2216
311,336,3.2216
311,527,3.2216
311,632,3.2216
311,760,3.2216
311,966,3.2216
311,1090,3.2216
311,1161,3.2216
311,1178,3.2216
422,58303,4.0140
422,16,3.9830
422,30,3.9830
422,36,3.9830
422,97,3.9830
422,117,3.9830
422,245,3.9830
422,268,3.9830
422,283,3.9830
422,290,3.9830
422,391,3.9830
422,409,3.9830
422,431,3.9830
422,806,3.9830
422,850,3.9830
422,960,3.9830
422,962,3.9830
422,1084,3.9830
422,1114,3.9830
422,1213,3.9830
422,1221,3.9830
422,1227,3.9830
422,1404,3.9830
422,1466,3.9830
422,1804,3.9830
422,1809,3.9830
422,1945,3.9830
422,2112,3.9830
422,2260,3.9830
422,2731,3.9830
427,77,4.1843
427,99,4.1843
427,108,4.1843
427,116,4.1843
427,137,4.1843
427,162,4.1843
427,206,4.1843
427,363,4.1843
427,556,4.1843
427,581,4.1843
427,722,4.1843
427,756,4.1843
427,759,4.1843
427,769,4.1843
427,787,4.1843
427,1111,4.1843
427,1123,4.1843
427,1145,4.1843
427,1147,4.1843
427,1169,4.1843
427,1189,4.1843
427,1192,4.1843
427,1289,4.1843
427,1310,4.1843
427,1361,4.1843
427,1420,4.1843
427,1649,4.1843
427,1652,4.1843
427,1856,4.1843
427,1865,4.1843
452,77,3.6950
452,99,3.6950
452,108,3.6950
452,116,3.6950
452,137,3.6950
452,162,3.6950
452,206,3.6950
452,363,3.6950
452,556,3.6950
452,581,3.6950
452,722,3.6950
452,756,3.6950
452,759,3.6950
452,769,3.6950
452,787,3.6950
452,1111,3.6950
452,1123,3.6950
452,1145,3.6950
452,1147,3.6950
452,1169,3.6950
452,1189,3.6950
452,1192,3.6950
452,1289,3.6950
452,1310,3.6950
452,1361,3.6950
452,1420,3.6950
452,1649,3.6950
452,1652,3.6950
452,1856,3.6950
452,1865,3.6950
564,746,3.9614
564,1154,3.9614
564,2066,3.9614
564,3292,3.9614
564,3380,3.9614
564,4426,3.9614
564,1153,3.8956
564,5169,3.8956
564,7335,3.8956
564,913,3.8637
564,5966,3.8637
564,80862,3.8157
564,2945,3.8084
564,8228,3.8084
564,942,3.7959
564,1284,3.7959
564,6047,3.7862
564,7223,3.7862
564,25940,3.7862
564,8766,3.7801
564,5795,3.7771
564,30892,3.7732
564,58365,3.7732
564,77,3.7659
564,99,3.7659
564,108,3.7659
564,116,3.7659
564,137,3.7659
564,162,3.7659
564,206,3.7659
624,77,3.7365
624,99,3.7365
624,108,3.7365
624,116,3.7365
624,137,3.7365
624,162,3.7365
624,206,3.7365
624,363,3.7365
624,556,3.7365
624,581,3.7365
624,722,3.7365
624,756,3.7365
624,759,3.7365
624,769,3.7365
624,787,3.7365
624,1111,3.7365
624,1123,3.7365
624,1145,3.7365
624,1147,3.7365
624,1169,3.7365
624,1189,3.7365
624,1192,3.7365
624,1289,3.7365
624,1310,3.7365
624,1361,3.7365
624,1420,3.7365
624,1649,3.7365
624,1652,3.7365
624,1856,3.7365
624,1865,3.7365
